product_id,title,rating,ratings_count,initial_price,discount,final_price,category,seller_name,total_amount
15189724,VASTRAMAY,4.2,62,1799,59.0,737.0,kurta-sets,Vas███may███t. ██████,45694.0
19027420,Jompers,4.0,10,3499,75.0,874.0,kurta-sets,IND███ NE███E P█████████MIT███,8740.0
14325388,Anouk,4.1,99,2899,,2899.0,kurta-sets,Unknown,287001.0
17090208,Anouk,4.3,100,3399,,3399.0,kurta-sets,Fla███ech███tai███,339900.0
13446422,Biba,4.4,749,4995,50.0,2997.0,kurta-sets,Fla███tar███mme██████,2244753.0
2184914,SUGAR,4.3,76,499,13.0,434.0,lipstick,VEL███TTE███FES█████████LTD███,32984.0
18273822,Dreamz by Pantaloons,4.5,15,499,2.0,489.0,lounge-shorts,Wes███ry ███din█████████d_P████████████,7335.0
22492614,U.S. Polo Assn.,4.2,19,699,5.0,664.0,lounge-tshirts,ARV███ LI███TYL█████████LIM██████,12616.0
13428018,ETC,4.3,189,799,70.0,559.0,lounge-tshirts,Tru███t C███erc███,105651.0
15898082,Bailey sells,4.6,5,1450,52.0,696.0,nightdress,Nav███Ent███ris███,3480.0
22721938,Sweet Dreams,4.8,5,999,40.0,999.0,nightdress,Unknown,4995.0
17832728,Dreamz by Pantaloons,4.9,12,699,47.0,699.0,nightdress,Unknown,8388.0
17288308,KID1,4.0,16,1499,40.0,1499.0,night-suits,Unknown,23984.0
18209958,Sweet Dreams,4.1,13,2099,44.0,2099.0,night-suits,Unknown,27287.0
15973760,Zoom Minimondo,4.8,10,1299,69.0,402.0,night-suits,KCJ███RKE███G P█████████MIT███,4020.0
16512022,MASQ,4.5,35,447,50.0,223.0,outdoor-masks,Q-ONE,7805.0
17361920,Indo Era,4.2,23,1799,69.0,557.0,palazzos,ZEN███R B███D T█████████ PR███████████████,12811.0
17307424,Clora Creation,4.0,3,2399,59.0,983.0,palazzos,Clo███Cre███on,2949.0
17288460,Cutiekins,4.2,26,1099,59.0,450.0,palazzos,CUT███INS███IVA█████████D,11700.0
15114984,Go Colors,4.0,53,899,,899.0,palazzos,GO ███HIO███IND█████████ED,47647.0
15782402,BEARDO,4.4,153,2700,68.0,864.0,perfume-and-body-mist,Omn███ch ███ail███,132192.0
15294314,Zaveri Pearls,4.4,27,1995,82.0,359.0,ring,ZAV███ PE███S,9693.0
16254760,Zaveri Pearls,4.2,504,2250,81.0,2250.0,ring,Unknown,1134000.0
10018911,SEJ by Nisha Gupta,4.5,13,1849,70.0,554.0,runners,SEJ███RNI███NGS█████████LIM██████,7202.0
10044165,Coolers,4.2,18,799,,799.0,sandals,LIB███Y S███S L█████████,14382.0
17696210,Yellow Bee,4.0,15,499,15.0,424.0,sandals,Fre███Foc███Con█████████duc███████████████,6360.0
19183770,Crocs,4.1,21,3295,20.0,2636.0,sandals,Fla███ech███tai███,55356.0
18949542,Red Chief,4.3,32,3099,50.0,1549.0,sandals,Lea███ Gl███l P█████████,49568.0
15725544,SALWAR STUDIO,4.1,12,3555,49.0,1813.0,saree-blouse,OM ███THI███,21756.0
14654046,SALWAR STUDIO,4.4,12,4995,56.0,2197.0,saree-blouse,OM ███THI███,26364.0
18465340,Silk Land,4.1,15,4125,70.0,4125.0,sarees,Unknown,61875.0
17292364,Mitera,4.0,18,4199,76.0,1007.0,sarees,AAR███LIF███YLE█████████LIM██████,18126.0
16287654,Saree mall,4.1,359,4099,75.0,1024.0,sarees,AAR███LIF███YLE█████████LIM████████████,367616.0
16287830,Saree mall,4.2,12,4099,76.0,983.0,sarees,AAR███LIF███YLE█████████LIM██████,11796.0
16287764,Saree mall,4.1,129,4799,72.0,1343.0,sarees,AAR███LIF███YLE█████████LIM██████,173247.0
19823504,VAIRAGEE,4.2,19,9995,83.0,1699.0,sarees,Viv███ In███nat██████,32281.0
16293500,BELLEZIYA,4.3,3,1249,65.0,437.0,scarves,BEA███ LI███TYL█████████,1311.0
16293432,BELLEZIYA,4.7,6,1499,65.0,524.0,scarves,BEA███ LI███TYL█████████,3144.0
14487194,Lotus Botanicals,4.0,45,495,50.0,247.0,shampoo-and-conditioner,Sup███om ███,11115.0
14472340,Earth Rhythm,4.1,21,379,25.0,284.0,shampoo-and-conditioner,EAR███RHY███ PR█████████ITE███,5964.0
16779444,FIXDERMA COSMETIC LABORATORIES,4.8,5,1250,,1250.0,shampoo-and-conditioner,Fix███ma ███ia █████████,6250.0
15880308,Sirona,4.9,7,294,3.0,285.0,shaving-essentials,Sir███ Hy███ne █████████imi██████,1995.0
17332192,KISAH,4.3,3,13099,62.0,4977.0,sherwani,Kis███App███ls █████████imi██████,14931.0
18960048,The Indian Garage Co,4.2,128,1749,74.0,507.0,shirts,Tru███t C███erc███,64896.0
18960188,The Indian Garage Co,4.4,35,1749,74.0,454.0,shirts,THE███DIA███ARA█████████,15890.0
18960016,The Indian Garage Co,4.0,102,1749,74.0,454.0,shirts,THE███DIA███ARA█████████,46308.0
18996778,U.S. Polo Assn.,4.2,10,2599,50.0,1559.0,shirts,Sup███om ███,15590.0
18996772,U.S. Polo Assn.,4.9,10,2799,50.0,1399.0,shirts,ARV███ LI███TYL█████████LIM██████,13990.0
18960086,The Indian Garage Co,4.5,23,1749,72.0,454.0,shirts,THE███DIA███ARA█████████Y -██████,10442.0
18971858,Sztori,4.0,43,2699,74.0,701.0,shirts,Sup███om ███,30143.0
17304036,SPYKAR,4.0,26,2199,60.0,2199.0,shirts,Unknown,57174.0
17377642,Roadster,4.0,94,1499,50.0,1499.0,shirts,Unknown,140906.0
18463946,Lee,4.5,15,2399,50.0,2399.0,shirts,Unknown,35985.0
13621622,U.S. Polo Assn.,4.4,41,2399,,2399.0,shirts,Unknown,98359.0
17719808,Louis Philippe Jeans,4.5,18,2199,31.0,2199.0,shirts,Unknown,39582.0
18759238,HERE&NOW,4.3,32,1399,47.0,741.0,shirts,Omn███ch ███ail███,23712.0
20394602,Cantabil,4.4,38,1999,60.0,1999.0,shirts,Unknown,75962.0
13672974,WROGN,4.1,250,2599,55.0,2599.0,shirts,Unknown,649750.0
13694492,Ecentric,4.5,22,2499,35.0,1624.0,shirts,Ece███ic ███ia █████████,35728.0
21388884,French Connection,4.3,58,2199,70.0,2199.0,shirts,Unknown,127542.0
13681812,Ecentric,4.0,5,2499,35.0,1624.0,shirts,Ece███ic ███ia █████████,8120.0
21396820,Jack & Jones,4.4,15,3499,65.0,3499.0,shirts,Unknown,52485.0
16042682,Nautica,4.2,15,3599,50.0,1799.0,shirts,SAN███ETA███ PV██████,26985.0
18996754,U.S. Polo Assn.,4.1,9,2599,50.0,1299.0,shirts,ARV███ LI███TYL█████████LIM██████,11691.0
18927466,U.S. Polo Assn.,4.0,69,2299,50.0,1149.0,shirts,ARV███ LI███TYL█████████LIM██████,79281.0
17296250,CAVIO,4.3,20,1290,33.0,864.0,shirts,Pun███ Ap███els█████████,17280.0
17280264,HIGHLANDER,4.2,1246,1199,59.0,491.0,shirts,Fla███tar███mme██████,611786.0
17355950,Mast & Harbour,4.0,78,1999,74.0,519.0,shirts,Tru███m R███il,40482.0
17307612,Louis Philippe Jeans,4.3,23,2199,30.0,1539.0,shirts,Ret███Net███,35397.0
17345842,JC Collection,4.1,12,3499,45.0,1924.0,shirts,Sup███om ███,23088.0
17354282,JAINISH,4.0,23,999,45.0,549.0,shirts,IND███ NE███E P█████████MIT███,12627.0
17278954,KETCH,4.0,79,1249,62.0,474.0,shirts,Sup███om ███,37446.0
17307656,SIMON CARTER LONDON,4.6,5,2799,60.0,1119.0,shirts,Wes███ry ███din█████████d_M██████,5595.0
17313630,JAINISH,4.1,68,1999,71.0,579.0,shirts,IND███ NE███E P█████████MIT███,39372.0
17342230,Pepe Jeans,4.3,6,1599,55.0,671.0,shirts,Vis███ St███,4026.0
17331296,Fabindia,4.4,5,1699,,1699.0,shirts,FAB███IA ███ITE███,8495.0
17345374,Pepe Jeans,4.0,34,2499,60.0,999.0,shirts,Vis███ St███,33966.0
17355884,Mast & Harbour,4.1,167,1999,65.0,699.0,shirts,PRE███R A███REL███,116733.0
17322122,JAINISH,4.0,2,1599,70.0,479.0,shirts,IND███ NE███E P█████████MIT███,958.0
17293106,DressBerry,4.2,622,1599,59.0,591.0,shirts,Pat███a H███e,367602.0
17342236,Pepe Jeans,4.4,16,1599,55.0,671.0,shirts,Vis███ St███,10736.0
17322136,JAINISH,4.0,5,1399,61.0,545.0,shirts,IND███ NE███E P█████████MIT███,2725.0
17375000,ColorPlus,4.5,15,2399,30.0,1151.0,shirts,Ray███d L███ted███,17265.0
17289100,Roadster,4.3,7,1899,55.0,854.0,shirts,STR███LIN███PPA█████████ATE█████████,5978.0
17313676,JAINISH,4.0,11,1499,61.0,584.0,shirts,IND███ NE███E P█████████MIT███,6424.0
17302022,Pantaloons Junior,4.4,77,799,14.0,687.0,shirts,Wes███ry ███din█████████d_P████████████,52899.0
17352294,Mast & Harbour,4.0,195,2099,63.0,776.0,shirts,Tru███m R███il,151320.0
18960146,The Indian Garage Co,4.0,61,1749,74.0,454.0,shirts,THE███DIA███ARA█████████,27694.0
18970712,Tommy Hilfiger,4.5,10,3299,40.0,1979.0,shirts,PVH███VIN███ASH█████████TE ███████████████,19790.0
18960126,The Indian Garage Co,4.1,21,1749,74.0,454.0,shirts,Tru███t C███erc███,9534.0
18970848,Tommy Hilfiger,4.6,14,2799,40.0,1679.0,shirts,PVH███VIN███ASH█████████TE ███████████████,23506.0
18969276,Ruhaans,4.1,14,1399,54.0,643.0,shirts,SHI███BOA███RAD█████████,9002.0
13692652,M&H Our Water,4.2,78,2499,,2499.0,shirts,Unknown,194922.0
13768790,Nautica,4.3,40,3299,50.0,3299.0,shirts,Unknown,131960.0
13453254,DENNISON,4.6,7,2199,74.0,2199.0,shirts,Unknown,15393.0
18450788,Nautica,4.3,118,4299,,4299.0,shirts,Unknown,507282.0
18690268,Dennis Lingo,4.6,5,1999,80.0,1999.0,shirts,Unknown,9995.0
13770578,Nautica,4.4,53,2799,50.0,2799.0,shirts,Unknown,148347.0
13675502,Flying Machine,4.1,108,1799,,1799.0,shirts,Unknown,194292.0
13775106,RARE RABBIT,4.4,63,3299,50.0,3299.0,shirts,Unknown,207837.0
13470886,Roadster,4.1,203,1399,,1399.0,shirts,Unknown,283997.0
13722850,Roadster,4.4,39,1999,50.0,999.0,shirts,Tru███t C███erc███,38961.0
18443082,Marks & Spencer,4.3,19,1999,15.0,1699.0,shirts,Ret███Net███,32281.0
20042586,Flying Machine,4.4,140,1799,45.0,1799.0,shirts,Unknown,251860.0
20308616,Arrow,4.0,64,2499,50.0,2499.0,shirts,Unknown,159936.0
20308496,Arrow,4.3,70,2499,,2499.0,shirts,Unknown,174930.0
20308670,Arrow,4.7,64,2399,40.0,1199.0,shirts,ARV███ LI███TYL█████████LIM██████,76736.0
19999300,Dennis Lingo,4.4,16,2499,74.0,2499.0,shirts,Unknown,39984.0
20308620,Arrow,4.0,59,2499,50.0,2499.0,shirts,Unknown,147441.0
19276504,Turtle,4.7,7,1399,40.0,839.0,shirts,Tur███ Li███ed,5873.0
19299798,Louis Philippe,4.4,32,2799,,2519.0,shirts,Ret███Net███,80608.0
18903374,Levis,4.6,168,2599,45.0,2079.0,shirts,Vis███ St███,349272.0
18947596,KASSUALLY,4.7,9,1799,67.0,593.0,shorts,Khu███r A███arl███,5337.0
18946864,Cub McPaws,4.5,20,1499,53.0,699.0,shorts,Poc███uch███Kid█████████,13980.0
18921438,Gini and Jony,4.6,28,1599,25.0,959.0,shorts,Ret███Net███,26852.0
13624708,Nike,4.4,376,1795,,1795.0,shorts,Unknown,674920.0
18645102,DChica,4.3,16,599,53.0,599.0,shorts,Unknown,9584.0
13695234,HRX by Hrithik Roshan,4.4,150,1499,30.0,1049.0,shorts,Omn███ch ███ail███,157350.0
13610026,HRX by Hrithik Roshan,4.2,84,1899,40.0,1139.0,shorts,Omn███ch ███ail███,95676.0
14561272,ASICS,5.0,5,2299,50.0,1149.0,shorts,Spo███ IQ███,5745.0
14494548,CUTECUMBER,4.3,11,650,,650.0,shorts,CUT███MBE███ESI█████████TD,7150.0
14496210,CUTECUMBER,4.6,46,650,,650.0,shorts,CUT███MBE███ESI█████████TD,29900.0
18942852,FITINC,4.4,14,999,55.0,449.0,shorts,Fit███ Ap███els█████████Lim██████,6286.0
18650484,CLUB A9,4.5,14,699,54.0,321.0,shorts,ADI███ AP███ELS███,4494.0
19024468,Blackberrys,4.1,9,1695,40.0,1017.0,shorts,Moh███Clo███ng █████████Ltd███,9153.0
17332648,Tommy Hilfiger,4.7,9,2999,40.0,1499.0,shorts,Fla███ech███tai███,13491.0
15177608,HRX by Hrithik Roshan,4.5,61,1399,30.0,979.0,shorts,Omn███ch ███ail███,59719.0
18947600,KASSUALLY,4.7,38,1899,66.0,645.0,shorts,Khu███r A███arl█████████,24510.0
18658050,Allen Solly,4.6,13,1799,40.0,1079.0,shorts,Wes███ry ███din█████████d_M██████,14027.0
13572038,Shae by SASSAFRAS,4.3,51,1999,60.0,799.0,skirts,ARD███ Re███l C███,40749.0
17367638,Berrylush,4.3,16,1199,26.0,983.0,skirts,AJN███S T███ SO█████████RIV████████████,15728.0
17306258,Purple Feather,4.2,81,1499,71.0,434.0,skirts,RD ███ERP███ES,35154.0
17367634,Berrylush,4.3,43,1399,74.0,363.0,skirts,Sup███om ███,15609.0
17745816,Lancer,4.0,6,1999,40.0,1999.0,sports-shoes,Unknown,11994.0
13686682,Campus,4.1,452,799,6.0,751.0,sports-shoes,CAM███ AC███EWE█████████D,339452.0
10667394,Campus,4.1,35,1499,37.0,944.0,sports-shoes,CAM███ AC███EWE█████████D,33040.0
20071104,ADIDAS,4.5,149,4299,,2794.0,sports-shoes,Fla███tar███mme██████,416306.0
20072084,ADIDAS,4.1,22,5999,,3599.0,sports-shoes,Fla███tar███mme██████,79178.0
20071558,ADIDAS,4.1,231,3599,,2339.0,sports-shoes,Fla███tar███mme██████,540309.0
20071402,ADIDAS,4.5,149,4599,,4599.0,sports-shoes,Fla███tar███mme██████,685251.0
20070948,ADIDAS,4.1,52,5999,,5999.0,sports-shoes,Fla███tar███mme██████,311948.0
20070966,ADIDAS,4.2,36,4799,,2879.0,sports-shoes,Fla███tar███mme██████,103644.0
20071236,ADIDAS,4.3,57,5299,,5299.0,sports-shoes,Fla███tar███mme██████,302043.0
14208408,TRASE,4.2,20,999,,999.0,sports-shoes,Unknown,19980.0
11441718,Duke,4.2,50,2695,75.0,2695.0,sports-shoes,Unknown,134750.0
11627996,Yuuki,4.2,56,2999,67.0,2999.0,sports-shoes,Unknown,167944.0
11986876,FAUSTO,4.3,9,899,1.0,899.0,sports-shoes,Unknown,8091.0
19334942,ELEVAR,4.3,6,5490,,5490.0,sports-shoes,Unknown,32940.0
13484354,Puma,4.3,19,12999,,12999.0,sports-shoes,Pum███por███Ind█████████td.█████████,246981.0
11960808,Campus,4.2,76,1499,56.0,659.0,sports-shoes,CAM███ AC███EWE█████████D,50084.0
19102564,Puma,4.3,58,11999,25.0,11999.0,sports-shoes,Omn███ch ███ail███,695942.0
19402102,U.S. Polo Assn.,4.0,124,4999,50.0,4999.0,sports-shoes,Unknown,619876.0
14208394,TRASE,4.5,13,999,,999.0,sports-shoes,Unknown,12987.0
16880520,PUMA Hoops,4.1,24,8999,55.0,4049.0,sports-shoes,Sup███om ███,97176.0
18356356,Nautica,4.4,109,5499,60.0,2199.0,sports-shoes,Tru███t C███erc███,239691.0
18906230,Skechers,4.5,127,7499,40.0,4499.0,sports-shoes,Sup███om ███,571373.0
18373464,ADIDAS,4.1,113,3599,,3599.0,sports-shoes,Fla███tar███mme██████,406687.0
16824638,Puma,4.3,14,9999,50.0,4999.0,sports-shoes,Pum███por███Ind█████████td.█████████,69986.0
18374802,ADIDAS,4.5,21,12999,,12999.0,sports-shoes,Fla███tar███mme██████,272979.0
16824670,Puma,4.1,31,9999,45.0,5499.0,sports-shoes,Omn███ch ███ail███,170469.0
18374286,ADIDAS,4.2,22,5999,,3599.0,sports-shoes,Fla███tar███mme██████,79178.0
18373646,ADIDAS,4.3,319,3799,35.0,2469.0,sports-shoes,Fla███tar███mme██████,787611.0
18373380,ADIDAS,4.2,73,4799,35.0,3119.0,sports-shoes,Fla███tar███mme██████,227687.0
16864474,Puma,5.0,3,6999,20.0,5599.0,sports-shoes,Pum███por███Ind█████████td.█████████,16797.0
18374978,ADIDAS,4.4,94,4999,,3249.0,sports-shoes,Fla███tar███mme██████,305406.0
18906226,Skechers,4.4,93,6499,40.0,3899.0,sports-shoes,Sup███om ███,362607.0
18374614,ADIDAS,4.3,11,18999,25.0,14249.0,sports-shoes,Fla███tar███mme██████,156739.0
16305908,Campus,4.3,23,1399,10.0,1259.0,sports-shoes,CAM███ AC███EWE█████████D,28957.0
16279696,Forever Glam by Pantaloons,4.3,6,1699,38.0,1053.0,sports-shoes,Wes███ry ███din█████████d_P████████████,6318.0
13072098,Puma,4.7,7,4499,45.0,2474.0,sports-shoes,Omn███ch ███ail███,17318.0
19298764,Campus,4.6,71,1299,10.0,909.0,sports-shoes,Ret███Net███,64539.0
18430170,Roadster,4.3,64,1499,47.0,1499.0,sweaters,Unknown,95936.0
10349091,Monte Carlo,4.6,9,2840,,1420.0,sweaters,Fla███ech███tai███,12780.0
10135715,Mast & Harbour,4.0,213,1599,68.0,511.0,sweaters,Tru███m R███il,108843.0
21296678,Marks & Spencer,4.6,22,3999,60.0,3399.0,sweaters,Ret███Net███,74778.0
20721298,Juniors by Lifestyle,4.7,9,599,35.0,599.0,sweaters,Unknown,5391.0
19432310,Marks & Spencer,4.2,14,3999,60.0,3999.0,sweaters,Unknown,55986.0
11843058,MANGO,4.3,9,2590,25.0,2590.0,sweaters,Unknown,23310.0
20712132,Trendyol,4.4,5,3599,10.0,3599.0,sweaters,Unknown,17995.0
11990920,Roadster,4.3,179,1699,58.0,1699.0,sweaters,Unknown,304121.0
19055422,Monte Carlo,4.2,18,2080,40.0,2080.0,sweaters,Unknown,37440.0
14335776,INVICTUS,4.0,345,2199,35.0,2199.0,sweaters,Unknown,758655.0
11990978,Roadster,4.4,302,1999,61.0,1999.0,sweaters,Unknown,603698.0
11972948,Mast & Harbour,4.1,213,1599,,1599.0,sweaters,Unknown,340587.0
11990952,Roadster,4.3,449,1699,61.0,1699.0,sweaters,Unknown,762851.0
14279412,Harvard,4.2,47,1899,61.0,1899.0,sweaters,Unknown,89253.0
18241626,Roadster,4.5,25,1699,62.0,645.0,sweaters,Tru███t C███erc███,16125.0
18241644,Roadster,4.3,55,1999,62.0,759.0,sweaters,Tru███t C███erc███,41745.0
18240570,all about you,4.3,53,2499,65.0,874.0,sweaters,Vis███ St███,46322.0
18240582,all about you,4.4,39,2499,65.0,874.0,sweaters,Vis███ St███,34086.0
18337610,Roadster,4.3,32,2299,67.0,758.0,sweaters,Tru███t C███erc███,24256.0
18240902,Mr Bowerbird,4.0,31,3299,64.0,1187.0,sweaters,Tru███t C███erc███,36797.0
18241294,Roadster,4.3,90,1699,5.0,628.0,sweaters,Tru███t C███erc███,56520.0
18180102,INVICTUS,4.0,45,1698,35.0,1103.0,sweaters,Fla███tar███mme██████,49635.0
18241298,Roadster,4.3,59,1999,70.0,699.0,sweaters,Tru███t C███erc███,41241.0
18260104,Mast & Harbour,4.5,62,2399,66.0,815.0,sweaters,Tru███m R███il,50530.0
18820948,Tommy Hilfiger,4.3,24,5599,40.0,5599.0,sweatshirts,Unknown,134376.0
18825046,Tommy Hilfiger,4.2,29,4599,40.0,4599.0,sweatshirts,Unknown,133371.0
18929548,Mast & Harbour,4.4,79,1599,52.0,1599.0,sweatshirts,Unknown,126321.0
9867517,ether,4.1,416,1299,50.0,1299.0,sweatshirts,Unknown,540384.0
6510138,Roadster,4.3,959,1999,50.0,1999.0,sweatshirts,Unknown,1917041.0
18071360,ether,4.2,84,1399,,1399.0,sweatshirts,Unknown,117516.0
18825178,Tommy Hilfiger,4.3,37,4999,40.0,4999.0,sweatshirts,Unknown,184963.0
18830500,White Snow,4.2,10,1599,60.0,1599.0,sweatshirts,Unknown,15990.0
9656079,Sztori,4.2,294,2499,50.0,2499.0,sweatshirts,Unknown,734706.0
20389784,SPYKAR,4.6,9,2999,55.0,2999.0,sweatshirts,Unknown,26991.0
18820780,Tommy Hilfiger,4.0,35,4999,40.0,4999.0,sweatshirts,Unknown,174965.0
18820580,Tommy Hilfiger,4.2,33,5599,40.0,5599.0,sweatshirts,Unknown,184767.0
20389690,max,4.0,8,699,20.0,699.0,sweatshirts,Unknown,5592.0
10388101,Allen Solly Woman,4.5,4,1799,50.0,899.0,sweatshirts,Wes███ry ███din█████████d_M██████,3596.0
17121312,Marks & Spencer,4.5,30,2499,60.0,2249.0,swim-tops,Ret███Net███,67470.0
17844560,DREAM WEAVERZ,4.1,7,999,50.0,999.0,table-covers,Unknown,6993.0
1605539,Kanvin,4.0,76,799,23.0,615.0,thermal-bottoms,K A███POR███PVT██████,46740.0
18937628,her by invictus,4.2,29,1398,66.0,475.0,tops,Sup███om ███,13775.0
18990292,HILL STREET,4.5,15,1699,65.0,594.0,tops,HIL███TRE███LIF█████████,8910.0
18972748,Zink London,4.3,7,1499,65.0,524.0,tops,FRE███ GL███L P█████████MIT███,3668.0
18904492,Levis,4.4,50,2099,20.0,1133.0,tops,Lev███tra███ In█████████td,56650.0
13583566,Chemistry,4.5,20,1499,,1499.0,tops,Unknown,29980.0
13611204,Roadster,4.2,266,1889,58.0,1889.0,tops,Unknown,502474.0
18657642,max,4.5,6,399,10.0,399.0,tops,Unknown,2394.0
13573344,Roadster,4.0,280,699,,699.0,tops,Unknown,195720.0
20222156,CODE by Lifestyle,4.1,47,799,30.0,799.0,tops,Unknown,37553.0
20222142,CODE by Lifestyle,4.5,40,499,25.0,499.0,tops,Unknown,19960.0
20092320,Forever New,4.4,26,3200,65.0,3200.0,tops,Unknown,83200.0
20222144,CODE by Lifestyle,4.0,10,1599,40.0,1599.0,tops,Unknown,15990.0
14538300,Friskers,4.0,10,499,24.0,379.0,tops,Fly███,3790.0
18639246,Jockey,4.5,139,329,,329.0,tops,Unknown,45731.0
17763368,Honey by Pantaloons,4.0,7,1299,58.0,1299.0,tops,Unknown,9093.0
17628058,Maishi,4.6,7,1599,64.0,1599.0,tops,Unknown,11193.0
17628394,ONLY,4.2,25,2499,65.0,2499.0,tops,Unknown,62475.0
17178948,FOREVER 21,4.4,11,1049,50.0,524.0,tops,Wes███ry ███din█████████d_M██████,5764.0
17108574,4WRD by Dressberry,4.2,68,1199,64.0,431.0,tops,Sup███om ███,29308.0
18879656,MANGO,4.3,165,1990,37.0,1990.0,tops,Unknown,328350.0
18626976,ONLY,4.2,78,2299,65.0,2299.0,tops,Unknown,179322.0
19018090,DressBerry,4.1,102,799,,799.0,tops,Unknown,81498.0
17121092,Marks & Spencer,4.0,16,2999,60.0,2999.0,tops,Unknown,47984.0
19018146,DressBerry,4.0,110,899,56.0,899.0,tops,Unknown,98890.0
17268524,H&M,4.4,203,699,25.0,699.0,tops,Unknown,141897.0
18854764,KAMI KUBI,5.0,4,1299,62.0,1299.0,tops,Unknown,5196.0
18904472,Levis,4.4,44,2299,57.0,1839.0,tops,Vis███ St███,80916.0
17255462,NEUDIS,4.3,71,1499,54.0,1499.0,tops,Unknown,106429.0
17120826,Hancock,4.1,52,1999,60.0,1999.0,tops,Unknown,103948.0
18814970,Berrylush,4.6,75,1299,62.0,1299.0,tops,Unknown,97425.0
17257582,FableStreet,4.2,37,1795,45.0,1795.0,tops,Unknown,66415.0
17255498,NEUDIS,4.1,44,1499,54.0,1499.0,tops,Unknown,65956.0
22747068,Madame,4.0,5,1399,60.0,1399.0,tops,Vis███ St███,6995.0
19017944,DressBerry,4.1,94,799,,799.0,tops,Unknown,75106.0
17114132,HERE&NOW,4.1,51,999,,999.0,tops,Unknown,50949.0
18948348,Madame,4.2,11,1899,60.0,1899.0,tops,Unknown,20889.0
17944580,ONLY,4.2,76,2299,65.0,2299.0,tops,Unknown,174724.0
20383782,Chemistry,4.5,17,1299,,1299.0,tops,Unknown,22083.0
17938374,CODE by Lifestyle,4.4,17,999,30.0,999.0,tops,Unknown,16983.0
8675767,MANGO,4.2,15,3490,55.0,3490.0,tops,Unknown,52350.0
17973634,InWeave,4.4,21,2199,75.0,2199.0,tops,Unknown,46179.0
7117598,ONLY,4.2,40,1499,,1499.0,tops,Unknown,59960.0
18847712,KALINI,4.4,9,1975,70.0,1975.0,tops,Unknown,17775.0
8365569,Nun,4.9,14,1495,70.0,1495.0,tops,Unknown,20930.0
7581747,Annabelle by Pantaloons,4.3,50,899,25.0,899.0,tops,Unknown,44950.0
9818669,Globus,4.3,8,999,60.0,999.0,tops,Unknown,7992.0
8367605,Berrylush,4.3,93,1290,62.0,1290.0,tops,Unknown,119970.0
7183090,Globus,4.2,29,1299,69.0,1299.0,tops,Unknown,37671.0
9557519,MANGO,5.0,1,2490,35.0,2490.0,tops,Unknown,2490.0
17976710,MANGO,4.1,36,3590,,3590.0,tops,Unknown,129240.0
14340794,MANGO,4.1,82,2390,27.0,2390.0,tops,Unknown,195980.0
19410570,H&M,4.3,44,1499,25.0,1499.0,tops,Unknown,65956.0
11811068,Honey by Pantaloons,4.4,15,999,35.0,999.0,tops,Unknown,14985.0
7829467,Oxolloxo,4.0,5,1399,58.0,1399.0,tops,Unknown,6995.0
17982570,H&M,4.5,52,999,25.0,999.0,tops,Unknown,51948.0
17950338,PURVAJA,4.2,16,2199,81.0,2199.0,tops,Unknown,35184.0
11876926,AND,4.4,57,1999,80.0,1999.0,tops,Unknown,113943.0
11538822,Ajile by Pantaloons,4.2,17,599,8.0,599.0,tops,Unknown,10183.0
7326508,MISH,4.7,25,1499,45.0,1499.0,tops,Unknown,37475.0
586846,Cation,4.5,11,899,40.0,899.0,tops,Unknown,9889.0
18000968,Harpa,4.4,21,1049,48.0,1049.0,tops,Unknown,22029.0
18962100,Nike,4.4,72,2495,,2495.0,tops,Nik███ndi███riv█████████ed,179640.0
18974594,SPACES,4.3,16,3799,70.0,1139.0,towel-set,Omn███ch ███ail███,18224.0
18974634,AUSTIVO,4.5,35,1899,60.0,759.0,track-pants,FAS███N S███TS,26565.0
18970176,Allen Solly Junior,4.6,30,1599,62.0,1039.0,track-pants,Wes███ry ███din█████████d_M██████,31170.0
18138806,max,4.6,28,599,20.0,599.0,track-pants,Unknown,16772.0
18670518,max,4.9,8,599,20.0,599.0,track-pants,Unknown,4792.0
17628782,Roadster,4.1,81,1999,,1999.0,track-pants,Unknown,161919.0
17628712,Roadster,4.3,65,1799,,1799.0,track-pants,Unknown,116935.0
18537496,Bannos Swagger,5.0,5,1699,76.0,1699.0,track-pants,Unknown,8495.0
18970196,Allen Solly Junior,4.3,12,1499,30.0,749.0,track-pants,Wes███ry ███din█████████d_M██████,8988.0
18970104,Allen Solly Junior,4.8,14,1499,50.0,749.0,track-pants,Wes███ry ███din█████████d_M██████,10486.0
17663904,Pantaloons Junior,4.6,25,849,22.0,849.0,trousers,Unknown,21225.0
17760062,H&M,4.2,608,1499,25.0,1499.0,trousers,Unknown,911392.0
17647372,bebe,4.2,38,2899,,2899.0,trousers,Unknown,110162.0
17760038,H&M,4.3,128,1299,25.0,1299.0,trousers,Unknown,166272.0
19289426,Van Heusen Woman,4.1,13,2499,5.0,1224.0,trousers,Wes███ry ███din█████████d_M██████,15912.0
10019547,XYXX,4.7,9,1197,14.0,1029.0,trunk,XYX███PPA███S P█████████MIT███,9261.0
10591036,Van Heusen,4.5,65,529,,529.0,trunk,Wes███ry ███din█████████d_M██████,34385.0
20042464,XYXX,4.2,18,339,24.0,257.0,trunk,XYX███PPA███S P█████████MIT███,4626.0
17352320,ether,4.4,70,1099,47.0,1099.0,tshirts,Unknown,76930.0
