order_id,customer_id,order_date,status,region_code
489,170,2025-03-24 16:24:35,DELIVERED,EAST
490,4,2024-06-12 18:13:37,CANCELLED,CENTRAL
491,538,2024-09-22 09:54:14,SHIPPED,NORTH
492,47,2025-06-30 07:18:02,RETURNED,EAST
493,277,2024-02-22 20:15:52,PLACED,EAST
494,378,2024-11-28 02:45:56,DELIVERED,WEST
495,302,2024-11-28 00:00:00,DELIVERED,EAST
496,17,2025-07-04 21:55:49,DELIVERED,WEST
497,264,2025-10-03 20:38:35,DELIVERED,EAST
498,405,2024-06-08 14:14:46,DELIVERED,WEST
499,186,2025-04-15 05:52:55,DELIVERED,SOUTH
500,22,2024-11-13 05:56:11,DELIVERED,SOUTH
501,74,2025-03-12 07:29:58,DELIVERED,CENTRAL
502,13,2025-09-09 00:00:00,CANCELLED,NORTH
503,86,2024-10-01 00:00:00,RETURNED,NORTH
504,347,2025-12-25 02:12:08,DELIVERED,WEST
505,315,2024-12-05 00:00:00,DELIVERED,CENTRAL
506,46,2024-04-15 17:18:06,CANCELLED,SOUTH
507,,2024-08-17 00:14:27,DELIVERED,EAST
508,394,2025-12-04 22:52:57,SHIPPED,NORTH
509,289,2024-12-31 02:39:21,RETURNED,NORTH
510,155,2024-07-01 13:33:21,DELIVERED,SOUTH
511,309,2025-10-01 09:22:56,RETURNED,EAST
512,79,2024-01-03 04:49:41,PLACED,WEST
513,490,2024-03-09 03:36:27,SHIPPED,NORTH
514,131,2024-07-05 12:22:20,DELIVERED,WEST
515,342,2024-05-21 20:58:15,DELIVERED,CENTRAL
516,546,2025-07-03 07:24:05,DELIVERED,CENTRAL
517,225,2025-12-20 00:00:00,RETURNED,NORTH
518,486,2024-05-16 03:03:58,CANCELLED,SOUTH
519,148,2025-07-18 13:15:13,PLACED,SOUTH
520,147,2025-01-21 23:01:44,DELIVERED,NORTH
521,76,2025-05-03 00:00:00,DELIVERED,NORTH
522,13,2025-08-05 13:09:48,DELIVERED,CENTRAL
523,307,2025-04-26 13:46:21,DELIVERED,NORTH
524,160,2024-03-02 20:02:38,DELIVERED,NORTH
525,434,2025-11-27 14:35:45,RETURNED,CENTRAL
526,233,2025-03-09 05:17:05,RETURNED,SOUTH
527,411,2025-09-25 01:14:25,DELIVERED,CENTRAL
528,80,2025-12-10 14:30:20,DELIVERED,WEST
529,381,2025-10-24 13:12:17,PLACED,CENTRAL
530,344,2024-01-29 07:18:10,PLACED,CENTRAL
531,,2024-11-12 06:35:12,PLACED,EAST
532,46,2025-07-31 15:02:03,RETURNED,NORTH
533,290,2025-02-11 16:12:20,DELIVERED,SOUTH
534,100,2024-12-05 13:57:47,DELIVERED,SOUTH
535,,2025-01-26 15:37:55,SHIPPED,SOUTH
536,81,2025-10-02 02:45:14,CANCELLED,SOUTH
537,165,2025-05-28 16:46:38,RETURNED,EAST
538,135,2024-12-13 09:23:39,DELIVERED,WEST
539,77,2024-06-05 00:00:00,PLACED,EAST
540,90,2025-05-25 03:29:20,SHIPPED,NORTH
541,373,2024-12-27 02:04:11,DELIVERED,WEST
542,453,2025-10-27 04:07:36,DELIVERED,EAST
543,133,2025-03-27 11:32:54,SHIPPED,NORTH
544,519,2025-04-05 08:56:56,PLACED,NORTH
545,251,2025-12-17 17:00:09,SHIPPED,SOUTH
546,75,2024-08-16 12:55:29,SHIPPED,WEST
547,477,2024-04-21 02:11:46,RETURNED,WEST
548,205,2025-02-15 10:04:20,DELIVERED,SOUTH
549,488,2024-04-27 08:29:02,RETURNED,SOUTH
550,328,2025-08-04 01:38:49,RETURNED,EAST
551,485,2024-08-06 00:00:00,DELIVERED,WEST
552,181,2024-03-26 04:04:17,SHIPPED,WEST
553,538,2024-08-07 21:57:16,PLACED,WEST
554,305,2024-06-17 06:22:26,DELIVERED,SOUTH
555,448,2024-12-29 22:36:24,DELIVERED,CENTRAL
556,149,2024-11-27 21:52:46,DELIVERED,EAST
557,,2025-04-14 04:31:55,DELIVERED,WEST
558,4,2025-04-06 04:40:28,DELIVERED,NORTH
559,193,2025-03-06 22:34:49,DELIVERED,EAST
560,196,2025-11-26 18:00:23,PLACED,EAST
561,128,2025-12-17 15:41:29,DELIVERED,CENTRAL
562,344,2024-04-26 05:29:27,DELIVERED,SOUTH
563,391,2024-10-18 21:44:43,SHIPPED,CENTRAL
564,102,2024-03-30 00:00:00,RETURNED,NORTH
565,103,2025-10-10 14:32:37,DELIVERED,WEST
566,466,2025-07-18 12:07:12,RETURNED,EAST
567,476,2025-02-26 20:45:50,PLACED,EAST
568,520,2024-10-17 08:56:42,CANCELLED,WEST
569,5,2025-02-28 01:00:01,DELIVERED,CENTRAL
570,326,2024-12-09 05:36:27,RETURNED,SOUTH
571,403,2024-02-22 18:27:08,DELIVERED,SOUTH
572,326,2025-06-13 00:00:00,CANCELLED,CENTRAL
573,402,2025-10-04 08:53:35,SHIPPED,NORTH
574,448,2024-01-12 20:49:37,DELIVERED,CENTRAL
575,81,2025-08-08 12:01:47,RETURNED,EAST
576,228,2024-10-31 06:34:53,DELIVERED,WEST
577,53,2024-10-08 02:59:09,DELIVERED,CENTRAL
578,114,2025-04-15 19:07:06,SHIPPED,SOUTH
579,507,2025-01-05 06:25:06,PLACED,NORTH
580,79,2024-08-03 21:26:24,DELIVERED,WEST
581,185,2024-11-01 00:57:11,DELIVERED,NORTH
582,352,2024-12-21 15:39:38,SHIPPED,EAST
583,198,2025-09-12 00:34:01,DELIVERED,SOUTH
584,118,2024-08-10 00:20:08,DELIVERED,SOUTH
585,494,2024-07-23 02:22:45,SHIPPED,WEST
586,410,2024-07-16 08:11:12,CANCELLED,EAST
587,106,2025-08-20 18:19:10,RETURNED,WEST
588,457,2025-03-09 19:47:17,DELIVERED,CENTRAL
589,205,2025-08-03 11:23:57,PLACED,SOUTH
590,524,2024-09-16 18:26:18,CANCELLED,CENTRAL
591,31,2024-04-27 05:51:20,SHIPPED,SOUTH
592,381,2025-01-15 04:49:20,SHIPPED,NORTH
593,219,2025-04-21 18:50:20,DELIVERED,WEST
594,218,2025-06-23 06:06:35,DELIVERED,NORTH
595,432,2025-11-29 13:20:52,SHIPPED,WEST
596,282,2025-03-07 03:07:28,SHIPPED,WEST
597,22,2024-10-18 00:41:50,RETURNED,WEST
598,413,2024-02-07 00:00:00,DELIVERED,NORTH
599,426,2024-11-04 08:20:48,PLACED,EAST
600,49,2025-02-06 09:44:29,DELIVERED,NORTH
601,106,2024-01-30 00:00:00,PLACED,EAST
602,447,2024-08-19 05:05:12,CANCELLED,CENTRAL
603,54,2024-09-22 01:07:03,PLACED,EAST
604,389,2024-10-03 22:10:59,DELIVERED,SOUTH
605,152,2025-08-21 13:40:28,DELIVERED,SOUTH
606,502,2024-10-14 10:49:46,PLACED,EAST
607,362,2025-07-25 07:42:41,SHIPPED,NORTH
608,507,2024-03-02 06:00:42,CANCELLED,SOUTH
609,349,2024-08-01 18:48:33,SHIPPED,EAST
610,158,2025-05-31 03:58:08,DELIVERED,WEST
611,526,2024-07-26 12:12:04,SHIPPED,EAST
612,105,2024-05-30 14:56:06,SHIPPED,WEST
613,30,2025-05-02 21:33:28,PLACED,CENTRAL
614,442,2024-08-05 04:25:32,SHIPPED,WEST
615,101,2024-02-20 20:24:46,SHIPPED,SOUTH
616,283,2025-06-26 19:31:33,DELIVERED,SOUTH
617,225,2024-04-27 01:57:02,SHIPPED,CENTRAL
618,232,2025-09-27 22:45:25,PLACED,EAST
619,176,2024-07-27 11:40:18,SHIPPED,NORTH
620,516,2025-12-18 19:30:47,RETURNED,SOUTH
621,72,2024-06-19 05:21:57,RETURNED,WEST
622,22,2024-06-30 08:56:04,DELIVERED,NORTH
623,486,2025-08-20 00:31:55,PLACED,NORTH
624,298,2024-08-21 16:32:10,DELIVERED,NORTH
625,344,2025-04-08 15:47:22,SHIPPED,WEST
626,470,2024-01-14 11:19:45,DELIVERED,CENTRAL
627,277,2025-12-03 00:00:00,RETURNED,SOUTH
628,146,2024-12-31 15:01:15,DELIVERED,WEST
629,92,2024-07-17 12:40:06,CANCELLED,CENTRAL
630,461,2025-06-23 05:16:58,CANCELLED,WEST
631,283,2024-11-12 06:02:37,SHIPPED,CENTRAL
632,466,2025-08-03 11:18:07,DELIVERED,SOUTH
633,154,2025-06-19 09:39:35,SHIPPED,EAST
634,302,2024-01-16 14:02:13,DELIVERED,NORTH
635,6,2025-03-16 00:00:00,SHIPPED,EAST
636,515,2025-11-12 17:09:05,PLACED,SOUTH
637,83,2024-10-24 07:02:30,SHIPPED,WEST
638,101,2024-09-24 09:38:19,DELIVERED,EAST
639,143,2025-11-30 06:16:08,SHIPPED,EAST
640,473,2025-07-12 05:24:50,DELIVERED,SOUTH
641,321,2025-05-30 21:45:22,DELIVERED,WEST
642,473,2024-01-29 17:01:49,DELIVERED,CENTRAL
643,249,2025-08-17 16:23:08,CANCELLED,EAST
644,403,2024-05-08 12:42:00,DELIVERED,CENTRAL
645,56,2024-03-27 01:17:53,PLACED,CENTRAL
646,298,2025-08-02 15:44:21,PLACED,CENTRAL
647,55,2025-12-19 06:33:09,RETURNED,SOUTH
648,159,2024-11-04 20:19:46,PLACED,WEST
649,206,2024-04-27 02:00:09,PLACED,NORTH
650,107,2025-04-30 00:53:32,PLACED,NORTH
651,496,2024-07-07 07:53:54,CANCELLED,WEST
652,127,2025-03-18 04:40:01,CANCELLED,SOUTH
653,206,2025-05-02 15:18:18,RETURNED,WEST
654,282,2025-02-04 12:44:51,DELIVERED,WEST
655,291,2025-04-13 00:00:00,SHIPPED,CENTRAL
656,364,2024-05-22 14:56:46,PLACED,SOUTH
657,516,2024-08-03 11:57:45,DELIVERED,SOUTH
658,361,2025-11-02 23:36:21,CANCELLED,SOUTH
659,311,2025-02-07 02:58:53,DELIVERED,WEST
660,185,2025-08-12 22:59:32,DELIVERED,SOUTH
661,357,2025-08-21 00:00:00,PLACED,SOUTH
662,109,2025-05-26 21:30:20,RETURNED,SOUTH
663,179,2025-01-28 00:00:00,SHIPPED,NORTH
664,75,2025-03-28 11:38:40,RETURNED,EAST
665,461,2025-01-21 04:40:36,SHIPPED,WEST
666,293,2024-08-18 06:47:10,DELIVERED,SOUTH
667,25,2025-10-06 00:00:00,PLACED,NORTH
668,418,2025-08-04 17:55:04,DELIVERED,CENTRAL
669,213,2025-08-07 15:32:22,CANCELLED,SOUTH
670,450,2025-03-13 00:00:00,PLACED,CENTRAL
671,121,2025-05-25 07:03:38,PLACED,EAST
672,258,2025-02-03 22:22:04,SHIPPED,EAST
673,248,2025-06-14 19:32:19,PLACED,NORTH
674,270,2025-10-30 00:02:21,SHIPPED,NORTH
675,338,2025-11-10 00:00:00,RETURNED,CENTRAL
676,37,2024-12-20 02:26:38,RETURNED,CENTRAL
677,133,2024-10-04 00:00:00,DELIVERED,EAST
678,311,2024-08-21 00:00:00,DELIVERED,SOUTH
679,389,2025-11-29 21:47:01,PLACED,WEST
680,441,2025-12-19 13:35:08,PLACED,CENTRAL
681,377,2024-12-26 06:21:27,SHIPPED,NORTH
682,233,2025-02-26 23:48:56,DELIVERED,NORTH
683,16,2024-09-12 01:04:03,SHIPPED,NORTH
684,251,2024-10-26 04:38:25,PLACED,NORTH
685,211,2025-05-21 22:47:52,RETURNED,SOUTH
686,310,2025-01-10 17:18:55,DELIVERED,EAST
687,516,2024-04-16 01:22:57,RETURNED,WEST
688,209,2024-05-20 16:14:19,SHIPPED,EAST
689,146,2024-02-06 07:44:28,DELIVERED,NORTH
690,,2024-02-04 08:17:37,CANCELLED,NORTH
691,394,2025-05-22 00:55:24,PLACED,SOUTH
692,442,2025-06-29 00:00:00,DELIVERED,NORTH
693,345,2024-09-25 00:00:00,DELIVERED,CENTRAL
694,438,2024-02-28 03:35:24,RETURNED,EAST
695,548,2025-04-19 13:36:46,DELIVERED,SOUTH
696,479,2024-08-31 04:58:00,DELIVERED,EAST
697,256,2025-07-09 09:21:36,DELIVERED,EAST
698,257,2025-10-30 19:00:07,DELIVERED,EAST
699,455,2025-04-18 00:28:00,RETURNED,WEST
700,224,2025-02-22 01:37:05,DELIVERED,EAST
